property_name,property_type,society,sector,price,pricepersqft,area,areaWithType,bedRoom,bathroom,balcony,address,floorNum,facing,agePossession,nearbyLocations,description,rating,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,Water Purifier,Chimney,Fridge,Washing Machine,Geyser,Dining Table,AC,Modular Kitchen,Fan,Light,Sofa,Bed,Microwave,Exhaust Fan,TV,Wardrobe,Stove,Curtains,furnish_type,luxury_score,area_room_ratio,latitude,longitude
2 BHK Flat in Bachupally,flat,Deekshitha Avenue,bachupally,0.72,5760.0,1250.0,Built Up area: 1250 (116.13 sq.m.)Carpet area: 1175 sq.ft. (109.16 sq.m.),2.0,2.0,2,"Bachupally, Bachupally, Hyderabad, Hyderabad",3.0,East,Undefined,9.0,Multistorey apartment is available for sale. Very peaceful and spacious apartment. Deekshitha avenue bachupally,"['Safety4.1 out of 5', 'Environment4.1 out of 5', 'Lifestyle4.2 out of 5', 'Connectivity4.2 out of 5']",,1250.0,1175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,625.0,17.5513,78.3855
3 BHK Flat in Bachupally,flat,Intellipark,bachupally,1.08,7860.262008733624,1374.0,Built Up area: 1374 (127.65 sq.m.)Carpet area: 1274 sq.ft. (118.36 sq.m.),3.0,2.0,1,"Bachupally, Bachupally, Hyderabad, Hyderabad",5.0,North,Undefined,10.0,"Gated community with all amenities, 6 km from miyapur metro station, close to international school and hospital, on road property with 24x7 transporta intellipark bachupally","['Safety4.1 out of 5', 'Environment4.1 out of 5', 'Lifestyle4.2 out of 5', 'Connectivity4.2 out of 5']",,1374.0,1274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,458.0,17.5513,78.3855
3 BHK Flat in Narsingi,flat,Muppas Alankrita,narsingi,1.9,9620.253164556962,1975.0,Built Up area: 1975 (183.48 sq.m.)Carpet area: 1900 sq.ft. (176.52 sq.m.),3.0,3.0,2,"Narsingi, Outer Ring Road, Narsingi, Hyderabad, Hyderabad",6.0,East,Undefined,22.0,"Property for sale 3 bhk, multistorey apartment for sale in narsingi, hyderabad. Muppas alankrita narsingi, outer ring road","['Safety4.1 out of 5', 'Environment4.2 out of 5', 'Lifestyle4.3 out of 5', 'Connectivity4.3 out of 5']",,1975.0,1900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,658.3333333333334,17.3876,78.3572
2 BHK Flat in Alkapuri,flat,Rami Reddy Towers,alkapuri,0.99,7344.213649851632,1348.0,Built Up area: 1355 (125.88 sq.m.)Carpet area: 980 sq.ft. (91.04 sq.m.),2.0,2.0,1,"Alkapur Township, Manikonda, Outer Ring Road, Alkapuri, Hyderabad, Hyderabad",3.0,East,Undefined,28.0,"Get ready to elevate your lifestyle with this stunning 2 bhk flat thats currently up for sale in rami reddy towers, alkapur township, hyderabad. Bo rami reddy towers alkapur township, manikonda, outer ring road","['Safety3.9 out of 5', 'Environment3.9 out of 5', 'Lifestyle4 out of 5', 'Connectivity4.2 out of 5']",,1355.0,980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,674.0,17.3686,78.554
2 BHK Flat in Nizampet,flat,Sai Krupa Lake Ridge Apartments,nizampet,0.72,6666.666666666667,1080.0,Super Built up area 1080(100.34 sq.m.),2.0,2.0,2,"Nizampet, Hyderabad, Hyderabad",1.0,,Under Construction,50.0,"We are the proud owners of this 2 bhk apartment available in sai krupa lake ridge apartments, nizampet, hyderabad. This it is a and the unit is located on 1st floor and has a super built-Up area of 1080 sq.Ft. . It has 2 bathroom(s) and 2 balcony(s). The ownership is freehold type.","['Safety4.2 out of 5', 'Environment4 out of 5', 'Lifestyle4.3 out of 5', 'Connectivity4.3 out of 5']",1080.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540.0,17.5197,78.3779
2 BHK Flat in Ameenpur Village,flat,Janmabhoomi Sairam Enclave Phase II,ameenpur village,0.49,4454.545454545455,1100.0,Built Up area: 1100 (102.19 sq.m.),2.0,2.0,0,"Ameenpur, Ameenpur Village, Hyderabad, Hyderabad",2.0,,New Property,29.0,Best in class property available at ameenpur location in hyderabad,"['Safety3.6 out of 5', 'Environment3.8 out of 5', 'Lifestyle3.6 out of 5', 'Connectivity3.5 out of 5']",,1100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0,17.5238,78.3229
3 BHK Flat in Kollur,flat,Ira Aspiration,kollur,0.85,5329.153605015674,1595.0,Carpet area: 1595 (148.18 sq.m.),3.0,3.0,1,"Kollur, Hyderabad, Hyderabad",2.0,,New Property,,"This beautiful 3 bhk flat in kollur, hyderabad is situated in ira aspiration, one of the popular residential society in hyderabad. The floor plan additionally contains 3 bedroom(s), 3 bathrooms and 1 balcony. All in all, the flat is spread over a carpet area of 1595 sq.Ft. The residential building has 9 floors in total and the flat for sale is located on the 2nd floor. Moreover, the flat is currently under construction and possession is expected within 6 months.","['Safety4.1 out of 5', 'Environment4.1 out of 5', 'Lifestyle4.1 out of 5', 'Connectivity4.1 out of 5']",,,1595.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531.6666666666666,17.4436,78.2509
2 BHK Flat in Gachibowli,flat,Honer Vivantis3.9 ★,gachibowli,1.22,9037.037037037036,1350.0,Built Up area: 1350 (125.42 sq.m.),2.0,2.0,1,"Gachibowli, Hyderabad, Hyderabad",10.0,West,Relatively New,15.0,"1350 sqft spacious west facing 2bhk flat, 10th floor, 10 feet extended balcony towards northeast, half open to the sky, completely as per vasthu, full light and ventilation, 2 separate geysers, inbuilt dishwasher in the kitchen, wooden floor master bedroom, home automation for lights and fans.","['Management4 out of 5', 'Construction3.9 out of 5', 'Amenities4 out of 5', 'Green Area4 out of 5', 'Connectivity3.9 out of 5']",,1350.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,188.0,675.0,17.4401,78.3489
3 BHK Flat in 6th Phase KPHB,flat,Lakshmisri Residency,kukatpally,1.08,7081.9672131147545,1525.0,Carpet area: 1525 (141.68 sq.m.),3.0,3.0,2,"6th Phase KPHB, Hyderabad, Hyderabad",4.0,East,Old Property,50.0,"The apartment is well-Located near parks, schools, supermarkets, etc. The flat is very spacious and is equivalent to 1700 sq. Ft current flats where the common area is about 20%. Best residential area for families and gives 28 - 30k rent. It is eligible for 80% value loan as well. Also the balcony is not obstructed by any other building as there is independent house beside the building. Hence it is well ventilated.","['Safety4 out of 5', 'Environment4.3 out of 5', 'Lifestyle4.2 out of 5', 'Connectivity4.1 out of 5']",,,1525.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,508.3333333333333,17.4875,78.3953
3 BHK Flat in Tarnaka,flat,UMA Signature Towers,tarnaka,1.3,7536.231884057971,1725.0,Super Built up area 1725(160.26 sq.m.),3.0,3.0,1,"507, Tarnaka, Secunderabad, Hyderabad",5.0,North-West,Relatively New,50.0,Fullt furnished gated community swimming pool club house,"['Safety4.3 out of 5', 'Environment4.2 out of 5', 'Lifestyle4.3 out of 5', 'Connectivity4.4 out of 5']",1725.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,45.0,575.0,17.4301,78.5416
2 BHK Flat in Alkapuri,flat,Shubham Greens,alkapuri,0.85,6882.5910931174085,1235.0,Carpet area: 1235 (114.74 sq.m.),2.0,2.0,2,"Flat 310, Alkapuri, Hyderabad, Hyderabad",3.0,East,Moderately Old,27.0,"2bhk flat in semi gated community (With 24/7 gated security and sweeping services) in puppalaguda, manikonda.
Well maintained flat and recently carried out a comprehensive paint job for the entire flat.
Interior laminated with veneer,
6 by 6 bed with matress and side tables
4 burner sunflame stove with 90cm chimney
Fans and lights in each room
Geyser and kent pearl water purifier","['Safety3.9 out of 5', 'Environment3.9 out of 5', 'Lifestyle4 out of 5', 'Connectivity4.2 out of 5']",,,1235.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,10.0,0.0,1.0,0.0,1.0,0.0,5.0,1.0,1.0,0.0,123.0,617.5,17.3686,78.554
2 BHK Flat in Miyapur,flat,Urbanrise Spring is in the Air,miyapur,0.69,7718.120805369126,894.0,Super Built up area 918(85.28 sq.m.)Carpet area: 900 sq.ft. (83.61 sq.m.),2.0,2.0,1,"Miyapur, Hyderabad, Hyderabad",4.0,North,New Property,4.0,North facing corner flat with good ventilation and owner sale,"['Safety4.1 out of 5', 'Environment4.1 out of 5', 'Lifestyle4.2 out of 5', 'Connectivity4.3 out of 5']",918.0,,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,447.0,17.5169,78.3428
3 BHK Flat in Gachibowli,flat,Pacifica Hillcrest,gachibowli,1.4,11647.254575707157,1202.0,Carpet area: 1202 (111.67 sq.m.),3.0,3.0,2,"Gachibowli, Hyderabad, Hyderabad",18.0,West,Relatively New,13.0,"This beautiful 3 bhk flat in gachibowli, hyderabad is situated in pacifica hillcrest, one of the popular residential society in hyderabad. This residential flat is west-Facing direction. The flat is over 1202 sq.Ft. Carpet area and comes with 3 bedroom(s), 3 bathrooms and 2 balconies. The flat has a total of 18 floors and this property is situated on top floor. An added advantage of this 1-5 years old flat is that it is available for immediate possession as the project is already ready to move. The vitrified flooring of this flat is beautifully designed and helps to give it a pleasing look. This flat is located near close to hospital. The flat will offer a modern lifestyle as it is presented with many of the amenities such as swimming pool, shopping centre, club house / community center, fitness centre / gym, park, lift(s), maintenance staff and visitor parking.","['Safety4.2 out of 5', 'Environment4.2 out of 5', 'Lifestyle4.4 out of 5', 'Connectivity4.4 out of 5']",,,1202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,400.6666666666667,17.4401,78.3489
2 BHK Flat in Malkajgiri,flat,"Sai Nivas Apts, malkajigiri",malkajgiri,0.5,5555.555555555556,900.0,Carpet area: 900 (83.61 sq.m.),2.0,2.0,2,"Malkajgiri, Secunderabad, Hyderabad",4.0,East,Relatively New,49.0,"Property located at prime area, near by schools, hospitals, shopping malls, 3 kms to metro","['Safety4.3 out of 5', 'Environment4 out of 5', 'Lifestyle4.2 out of 5', 'Connectivity4.3 out of 5']",,,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,1.0,15.0,450.0,17.4503,78.5322
2 BHK Flat in Kompally,flat,Saket Pranamam,kompally,0.9,6746.626686656672,1334.0,Built Up area: 1334 (123.93 sq.m.)Carpet area: 832 sq.ft. (77.3 sq.m.),2.0,2.0,2,"Kompally, Kompally, Secunderabad, Hyderabad",6.0,West,Undefined,15.0,Best in class property available at kompally location in hyderabad,"['Safety4.3 out of 5', 'Environment4.2 out of 5', 'Lifestyle4.4 out of 5', 'Connectivity4.4 out of 5']",,1334.0,832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,667.0,17.5366,78.4845
3 BHK Flat in Anjaneya Nagar,flat,Rainbow Vistas,anjaneya nagar,1.92,8888.888888888889,2160.0,Built Up area: 2160 (200.67 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),3.0,4.0,3,"Anjaneya Nagar, Anjaneya Nagar, Hyderabad, Hyderabad",7.0,West,Undefined,47.0,"It is a very good community for childrens and old people safity wise, and you have a lot amenities inside the coummunity it self like super markets, p rainbow vistas anjaneya nagar","['Safety3.8 out of 5', 'Environment3.8 out of 5', 'Lifestyle3.8 out of 5', 'Connectivity3.8 out of 5']",,2160.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720.0,17.4714,78.4187
3 BHK Flat in Kondapur,flat,Lansum Eden Gardens,kondapur,1.95,9176.470588235294,2125.0,Built Up area: 2125 (197.42 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),3.0,3.0,1,"Kondapur, Kondapur, Hyderabad, Hyderabad",2.0,East,Undefined,46.0,Experience resort like luxury at home. Imagine how beautiful the mornings can be at lansum eden gardens. And every moment that follows is just as drea lansum eden gardens kondapur,"['Safety4.2 out of 5', 'Environment4.1 out of 5', 'Lifestyle4.3 out of 5', 'Connectivity4.2 out of 5']",,2125.0,1650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,708.3333333333334,17.4699,78.3578
2 BHK Flat in Prasanth Nagar,flat,Raghavendra Panchajanya,miyapur,0.85,7482.394366197183,1136.0,Built Up area: 1140 (105.91 sq.m.)Carpet area: 850 sq.ft. (78.97 sq.m.),2.0,2.0,2,"Prasanth Nagar Miyapur, Prasanth Nagar, Hyderabad, Hyderabad",4.0,West,Undefined,49.0,West facing 2 bedroom flat in a gated community of 225 flats.With well equipped modular kitchen.With a high quality wardrobes in the bedrooms and a ki raghavendra panchajanya prasanth nagar miyapur,,,1140.0,850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,568.0,17.5169,78.3428
3 BHK Flat in Masjid Banda,flat,Lansum Eden Gardens,masjid banda,1.6,9065.15580736544,1765.0,Built Up area: 1765 (163.97 sq.m.)Carpet area: 1410 sq.ft. (130.99 sq.m.),3.0,3.0,2,"Masjid Banda, Masjid Banda, Hyderabad, Hyderabad",5.0,East,Undefined,47.0,"This east facing home is over 1765 sqft. Is in a convenient location. Kids playing zone, well equipped gym garden available in this home, you will lansum eden gardens masjid banda","['Safety3.9 out of 5', 'Environment3.9 out of 5', 'Lifestyle3.9 out of 5', 'Connectivity4.1 out of 5']",,1765.0,1410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,588.3333333333334,17.4657,78.3464
2 BHK Flat in Bandari Layout,flat,Adhira Enclave,bandari layout,0.55,4782.608695652174,1150.0,Built Up area: 1150 (106.84 sq.m.),2.0,2.0,2,"Bandari Layout, Bandari Layout, Hyderabad, Hyderabad",2.0,East,Undefined,49.0,Best in class property available at bandari layout location in hyderabad,"['Safety4 out of 5', 'Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5']",,1150.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,575.0,17.5204,78.3847
3 BHK Flat in Tellapur,flat,Incor Bonsai Homes,tellapur,1.14,6028.55631940772,1891.0,Built Up area: 1891 (175.68 sq.m.),3.0,3.0,0,"Tellapur, Outer Ring Road, Tellapur, Hyderabad, Hyderabad",4.0,,Undefined,50.0,Best in class property available at tellapur location in hyderabad,"['Safety4.1 out of 5', 'Environment4.1 out of 5', 'Lifestyle4.1 out of 5', 'Connectivity4.1 out of 5']",,1891.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,630.3333333333334,17.4632,78.2865
2 BHK Flat in Bapu Nagar,flat,Sai Bhavani Ramshitty Enclave,bapu nagar,0.68,5913.04347826087,1150.0,Carpet area: 1150 (106.84 sq.m.),2.0,2.0,2,"Bapu Nagar Lakdikapul, Bapu Nagar, Hyderabad, Hyderabad",1.0,West,Undefined,50.0,Semi furnished and well maintained 2 bhk flat at prime location in ramanthapur in semi gated community with 24 hrs drinking and bore water facilities sai bhavani ramshitty enclave bapu nagar lakdikapul,,,,1150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,575.0,17.4436,78.4418
2 BHK Flat in Gopanpally,flat,Honer Aquantis,gopanpally,1.1,8365.019011406845,1315.0,Super Built up area 1315(122.17 sq.m.),2.0,2.0,1,"Gopanpally, Hyderabad, Hyderabad",12.0,West,New Property,13.0,"Its fully gated society at very strategic location. 
Its west facing 2bhk flat with full sunlight.","['Safety3.9 out of 5', 'Environment3.7 out of 5', 'Lifestyle4 out of 5', 'Connectivity3.7 out of 5']",1315.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,657.5,,
2 BHK Flat in Shilpa Nagar,flat,Srivatsavam Apartment,shilpa nagar,0.47,5562.130177514793,845.0,Carpet area: 845 (78.5 sq.m.),2.0,2.0,1,"Shilpa Nagar, Secunderabad, Hyderabad",1.0,,Relatively New,30.0,"We are the proud owners of this 2 bhk apartment available in srivatsavam apartment, shilpa nagar, secunderabad. This semi-Furnished apartment it is a and the unit is located on 1st floor and has a carpet area of 845 sq.Ft. . It has 2 bathroom(s) and 1 balcony(s). The ownership is freehold type.",,,,845.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,422.5,17.4829,78.6044
2 BHK Flat in Bachupally,flat,Sanvi High Rise Apartments,bachupally,0.54,4500.0,1200.0,Super Built up area 1205(111.95 sq.m.),2.0,2.0,2,"Bachupally, Hyderabad, Hyderabad",2.0,,Under Construction,8.0,"We are the proud owners of this 2 bhk apartment available in sanvi high rise apartments, bachupally, hyderabad. This it is a and the unit is located on 2nd floor and has a super built-Up area of 1205 sq.Ft. . It has 2 bathroom(s) and 2 balcony(s). The ownership is freehold type.","['Safety4.1 out of 5', 'Environment4.1 out of 5', 'Lifestyle4.2 out of 5', 'Connectivity4.2 out of 5']",1205.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,17.5513,78.3855
3 BHK Flat in PJR Layout,flat,Madhavpuri Hills,pjr layout,0.81,6000.000000000001,1350.0,Super Built up area 1350(125.42 sq.m.),3.0,2.0,2,"PJR Layout, Hyderabad, Hyderabad",3.0,East,New Property,49.0,3 bhk in a stand alone apartment building with limited number of flats. Located in a peaceful residential neighborhood and easy access to software and pharma industries.,"['Safety3.9 out of 5', 'Environment3.8 out of 5', 'Lifestyle3.8 out of 5', 'Connectivity3.8 out of 5']",1350.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,450.0,17.5052,78.3373
3 BHK Flat in Hafeezpet,flat,Sri Sairam Towers3.8 ★,hafeezpet,1.3,8524.590163934427,1525.0,Super Built up area 1525(141.68 sq.m.),3.0,2.0,2,"Hafeezpet, Hyderabad, Hyderabad",7.0,North,Old Property,50.0,"Looking for a 3 bhk property for sale in hyderabad? Buy this 3 bhk flat in sri sairam towers that is situated in hafeezpet, hyderabad. The flat is facing the north direction. The flat is over 1525 sq.Ft. Super built up area and comes with 3 bedroom(s), 2 bathrooms and 2 balconies. The residential building has 15 floors in total and the flat for sale is located on the 7th floor. As the project is already ready to move, so you can easily move into this 10+ years old property. The floor of this flat is beautifully designed using polished concrete flooring, giving the flat an alluring look. This residential property is situated near close to metro station, close to school, close to hospital and close to market. The society is well equipped with many modern amenities, including maintenance staff, visitor parking, park, lift(s), shopping centre, fitness centre / gym, swimming pool, club house / community center, security personnel and water softening plant. The residential project is well equipped to meet all your water needs through access to municipal corporation supply.","['Management3.2 out of 5', 'Construction4.1 out of 5', 'Amenities3.5 out of 5', 'Green Area3.6 out of 5', 'Connectivity4.1 out of 5']",1525.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,4.0,6.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,176.0,508.3333333333333,17.4842,78.3603
1 BHK Flat in Old Bowenpally,flat,NB Residency,old bowenpally,0.31,4960.0,625.0,Carpet area: 625 (58.06 sq.m.),1.0,1.0,0,"8-7-135/35, Old Bowenpally, Secunderabad, Hyderabad",3.0,East,Old Property,50.0,Nb residency near limra cafe old bowenpally,"['Safety4.1 out of 5', 'Environment4 out of 5', 'Lifestyle4.1 out of 5', 'Connectivity4.3 out of 5']",,,625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,625.0,17.4798,78.4812
3 BHK Flat in Banjara hills,flat,Space Time Nest,banjara hills,1.29,7588.235294117647,1700.0,Carpet area: 1700 (157.94 sq.m.),3.0,3.0,2,"Banjara hills, Hyderabad, Hyderabad",2.0,,Old Property,45.0,Flat for sale in banjara hills,"['Safety4.4 out of 5', 'Environment4.2 out of 5', 'Lifestyle4.5 out of 5', 'Connectivity4.5 out of 5']",,,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,566.6666666666666,17.4169,78.4387
2 BHK Flat in Narsingi,flat,Hallmark Skyrena,narsingi,1.08,8157.099697885196,1324.0,Super Built up area 1324(123 sq.m.),2.0,2.0,1,"Narsingi, Hyderabad, Hyderabad",10.0,,New Property,13.0,Residential apartment for sell.Located in narsingi.The property has 2 bedrooms with 2 bathrooms .Available at an expected price of rs 10800000.Located on 10th floor out of the 15,"['Safety4.1 out of 5', 'Environment4.2 out of 5', 'Lifestyle4.3 out of 5', 'Connectivity4.3 out of 5']",1324.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,662.0,17.3876,78.3572
2 BHK Flat in Gurram Guda,flat,Adhars bharathi encleave,gurram guda,0.49,4716.073147256978,1039.0,Super Built up area 1050(97.55 sq.m.)Carpet area: 1025 sq.ft. (95.23 sq.m.),2.0,2.0,0,"Gurram Guda, Hyderabad, Telangana, India, Gurram Guda, Hyderabad, Hyderabad",4.0,North,Undefined,4.0,"Lift full water uds 46yds, very near all temple shops all adhars bharathi encleave gurram guda, hyderabad, telangana, india","['Safety4 out of 5', 'Environment4.4 out of 5', 'Lifestyle3.9 out of 5', 'Connectivity3.8 out of 5']",1050.0,,1025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,519.5,17.2945,78.5665
2 BHK Flat in Miyapur,flat,Empire Meadows,miyapur,0.74,5924.739791833466,1249.0,Built Up area: 1245 (115.66 sq.m.),2.0,2.0,1,"Miyapur, Nh 9, Miyapur, Hyderabad, Hyderabad",2.0,,Undefined,49.0,"2bhk multistorey apartment for resale in empire meadows at miyapur, nh 9 empire meadows miyapur, nh 9","['Safety4.1 out of 5', 'Environment4.1 out of 5', 'Lifestyle4.2 out of 5', 'Connectivity4.3 out of 5']",,1245.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,624.5,17.5169,78.3428
2 BHK Flat in Dullapally,flat,Gangastan Complex,dullapally,0.55,4135.338345864661,1330.0,Carpet area: 1330 (123.56 sq.m.),2.0,2.0,1,"Dullapally, Hyderabad, Hyderabad",4.0,,Moderately Old,35.0,"This beautiful 2 bhk flat in dullapally, hyderabad is situated in gangastan complex, one of the popular residential society near kompally in hyderabad. The flat is over 1330 sq.Ft. Carpet area and comes with 2 bedroom(s), 2 bathrooms and 1 balcony. The property is located on the 4th floor of a 5 floors tall building. This is ready to move project and the property is 5-10 years old. Price is negotiable.","['Safety3.7 out of 5', 'Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity3.9 out of 5']",,,1330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,665.0,17.5466,78.4668
2 BHK Flat in Medipally,flat,SLN Anitha Residency,medipally,0.4,4444.444444444444,900.0,Super Built up area 1100(102.19 sq.m.)Carpet area: 900 sq.ft. (83.61 sq.m.),2.0,2.0,2,"Medipally, Hyderabad, Hyderabad",0.0,North,Old Property,,Very quite and peaceful area and very near approx.100 metres to the main highway,"['Safety4.3 out of 5', 'Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4.2 out of 5']",1100.0,,900.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,21.0,450.0,17.4078,78.6023
